NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
*,*,*,EntityLiving,*,field_9130_bp,moveForward,"*"
*,*,*,EntityLiving,*,field_9131_bo,moveStrafing,"*"
*,*,*,MinecraftServer,*,field_6026_m,noAnimals,"True if the server has animals turned off"
*,*,*,WorldChunkManager,*,field_4258_b,humidity,"How humid the area thats has been loaded"
*,*,*,Entity,*,field_9093_l,worldObj,"*"
*,*,*,WorldChunkManager,*,field_4259_a,temperature,"Temperature that has been loaded into the WorldChunkManager"
*,*,*,Item,*,field_246_aG,clay,"*"
*,*,*,Entity,*,field_9092_m,prevPosX,"*"
*,*,*,MobSpawnerBase,*,field_4285_p,fillerBlock,"The block to fill spots in when not on the top"
*,*,*,Block,*,field_569_be,blockResistance,"Indicates the blocks resistance to explosions."
*,*,*,Item,*,field_251_aB,snowball,"*"
*,*,*,Block,*,field_565_bg,minY,"minimum Y for the block bounds (local coordinates)"
*,*,*,Block,*,field_563_bh,minZ,"minimum Z for the block bounds (local coordinates)"
*,*,*,AxisAlignedBB,*,field_969_d,maxX,"*"
*,*,*,AxisAlignedBB,*,field_968_e,maxY,"*"
*,*,*,AxisAlignedBB,*,field_963_b,minY,"*"
*,*,*,Item,*,field_252_aA,redstone,"*"
*,*,*,AxisAlignedBB,*,field_967_f,maxZ,"*"
*,*,*,AxisAlignedBB,*,field_966_g,boundingBoxes,"List of bounding boxes (not all necessarily being actively used)"
*,*,*,AxisAlignedBB,*,field_965_h,numBoundingBoxesInUse,"Tracks how many bounding boxes are being used"
*,*,*,Block,*,field_552_bo,slipperiness,"Determines how much velocity is maintained while moving on top of this block"
*,*,*,World,*,field_803_m,rand,"RNG for World."
*,*,*,World,*,field_804_l,monstersEnabled,"Whether monsters are enabled or not. (1 = on, 0 = off)"
*,*,*,World,*,field_805_k,playerEntities,"Array list of players in the world."
*,*,*,Packet53BlockChange,*,field_90_a,xPosition,"Block X position."
*,*,*,Block,*,field_4059_I,oreIron,"*"
*,*,*,Packet23VehicleSpawn,*,field_97_b,xPosition,"The X position of the object."
*,*,*,Packet53BlockChange,*,field_91_e,metadata,"Metadata of the block."
*,*,*,Packet53BlockChange,*,field_93_c,zPosition,"Block Z position."
*,*,*,SpawnerAnimals,*,field_4311_a,eligibleChunksForSpawning,"*"
*,*,*,Path,*,field_743_b,count,"The number of points in this path"
*,*,*,NBTTagByte,*,field_741_a,byteValue,"The byte value for the tag."
*,*,*,NBTTagLong,*,field_740_a,longValue,"The long value for the tag."
*,*,*,Path,*,field_744_a,pathPoints,"Contains the points in this path"
*,*,*,BlockPressurePlate,*,field_664_a,triggerMobType,"The mob type that can trigger this pressure plate."
*,*,*,Material,*,field_505_v,clay,"*"
*,*,*,Block,*,field_638_aG,ladder,"*"
*,*,*,EntityLiving,*,field_9111_aO,prevSwingProgress,"*"
*,*,*,Block,*,field_9035_bf,pumpkinLantern,"*"
*,*,*,Block,*,field_559_bj,maxY,"maximum Y for the block bounds (local coordinates)"
*,*,*,NetworkManager,*,field_1048_f,socketInputStream,"The input stream connected to the socket."
*,*,*,NetworkManager,*,field_1049_e,networkSocket,"The socket used by this network manager."
*,*,*,NetworkManager,*,field_1046_h,isRunning,"Whether the network is currently operational."
*,*,*,NetworkManager,*,field_1047_g,socketOutputStream,"The output stream connected to the socket."
*,*,*,NetworkManager,*,field_1044_j,dataPackets,"Linked list of packets awaiting sending."
*,*,*,NetworkManager,*,field_1045_i,readPackets,"Linked list of packets that have been read and are awaiting processing."
*,*,*,NetworkManager,*,field_1042_l,netHandler,"A reference to the NetHandler object."
*,*,*,NetworkManager,*,field_1043_k,chunkDataPackets,"Linked list of packets with chunk data that are awaiting sending."
*,*,*,NetworkManager,*,field_1040_n,writeThread,"The thread used for writing."
*,*,*,NetworkManager,*,field_1041_m,isServerTerminating,"Whether this server is currently terminating. If this is a client, this is always false."
*,*,*,Block,*,field_598_B,waterStill,"*"
*,*,*,Block,*,field_599_as,fire,"*"
*,*,*,Block,*,field_596_C,waterMoving,"*"
*,*,*,Block,*,field_597_at,mobSpawner,"*"
*,*,*,Block,*,field_594_D,lavaStill,"*"
*,*,*,Block,*,field_592_E,lavaMoving,"*"
*,*,*,Block,*,field_593_av,crate,"*"
*,*,*,Block,*,field_590_F,sand,"*"
*,*,*,Block,*,field_591_aw,redstoneWire,"*"
*,*,*,Block,*,field_4062_G,gravel,"*"
*,*,*,Material,*,field_509_r,ice,"*"
*,*,*,ServerConfigurationManager,*,field_914_l,playerNBTManagerObj,"Reference to the PlayerNBTManager object."
*,*,*,PathPoint,*,field_1013_d,hash,"A hash of the coordinates used to identify this point"
*,*,*,Material,*,field_508_s,snow,"*"
*,*,*,Chunk,*,field_691_d,worldObj,"Reference to the World object."
*,*,*,Chunk,*,field_690_e,data,"Chunk data"
*,*,*,Chunk,*,field_693_b,blocks,"Byte array of blocks for the chunk."
*,*,*,Chunk,*,field_692_c,isChunkLoaded,"*"
*,*,*,Block,*,field_4084_aE,signPost,"*"
*,*,*,ItemRecord,*,field_261_a,recordName,"The name of the record."
*,*,*,Block,*,field_4082_aJ,signWall,"*"
*,*,*,MinecraftServer,*,field_6034_e,worldMngr,"The server world manager."
*,*,*,MinecraftServer,*,field_6035_d,propertyManagerObj,"Reference to the PropertyManager object."
*,*,*,Block,*,field_4064_A,bedrock,"*"
*,*,*,World,*,field_789_A,scheduledTickTreeSet,"TreeSet of scheduled ticks which is used as a priority queue for the ticks"
*,*,*,World,*,field_814_b,loadedTileEntityList,"*"
*,*,*,Material,*,field_523_d,rock,"*"
*,*,*,Material,*,field_522_e,iron,"*"
*,*,*,Material,*,field_520_g,lava,"*"
*,*,*,Material,*,field_526_a,air,"*"
*,*,*,Material,*,field_525_b,ground,"*"
*,*,*,Material,*,field_524_c,wood,"*"
*,*,*,Packet51MapChunk,*,field_112_c,zPosition,"Block Z position."
*,*,*,Packet1Login,*,field_113_b,username,"The name of the user attempting to login."
*,*,*,Packet51MapChunk,*,field_110_e,ySize,"The Y size of the chunk."
*,*,*,Packet51MapChunk,*,field_111_d,xSize,"The X size of the chunk."
*,*,*,Packet29DestroyEntity,*,field_116_a,entityId,"ID of the entity to be destroyed on the client."
*,*,*,NetLoginHandler,*,field_8_b,netManager,"The underlying network manager for this login handler."
*,*,*,NetLoginHandler,*,field_9_a,logger,"The Minecraft logger."
*,*,*,World,*,field_788_B,scheduledTickSet,"Set of scheduled ticks (used for checking if a tick already exists)"
*,*,*,Packet5PlayerInventory,*,field_118_a,type,"The type of inventory being sent. -1 for main inventory. -2 for equipped armour. -3 for crafting slots."
*,*,*,Packet18ArmAnimation,*,field_119_b,animate,"*"
*,*,*,NetLoginHandler,*,field_3_g,username,"The username for this login."
*,*,*,NetLoginHandler,*,field_1_i,serverId,"The hex string that corresponds to the random number generated as a server ID. Used in online mode."
*,*,*,NibbleArray,*,field_844_a,data,"Byte array of data stored in this holder. Possibly a light map or some chunk data. Data is accessed in 4-bit pieces."
*,*,*,ChunkPosition,*,field_845_b,y,"*"
*,*,*,ChunkPosition,*,field_846_a,x,"*"
*,*,*,ChunkPosition,*,field_847_c,z,"*"
*,*,*,NetLoginHandler,*,field_9005_f,loginTimer,"While waiting to login, if this field ++'s to 600 it will kick you."
*,*,*,ThreadMonitorConnection,*,field_828_a,netManager,"This was actually an inner class of NetworkManager, so this field is the reference to 'this' NetworkManager."
*,*,*,EntityPlayer,*,field_409_aq,username,"Reference to the MinecraftServer object."
*,*,*,Pathfinder,*,field_942_d,pathOptions,"Selection of path points to add to the path"
*,*,*,Item,*,field_4154_b,rand,"Random"
*,*,*,NetworkMasterThread,*,field_829_a,netManager,"Reference to the NetworkManager object."
*,*,*,Packet21PickupSpawn,*,field_129_a,entityId,"Unique entity ID."
*,*,*,Item,*,field_239_aN,egg,"*"
*,*,*,Block,*,field_553_bn,blockMaterial,"Block material definition."
*,*,*,Item,*,field_236_aQ,record13,"*"
*,*,*,Item,*,field_234_aS,swiftedIndex,"Item index + 256"
*,*,*,Item,*,field_233_aT,maxStackSize,"Maximum size of the stack."
*,*,*,Item,*,field_232_aU,maxDamage,"Maximum damage an item can handle."
*,*,*,Entity,*,field_9071_O,lastTickPosX,"*"
*,*,*,Item,*,field_230_aW,bFull3D,"If true, render the object in full 3D, like weapons and tools."
*,*,*,Material,*,field_4211_y,canBurn,"Bool defining if the block can burn or not."
*,*,*,Material,*,field_4213_w,pumpkin,"*"
*,*,*,Material,*,field_4214_u,cactus,"*"
*,*,*,Material,*,field_4216_o,glass,"*"
*,*,*,Material,*,field_4217_k,cloth,"*"
*,*,*,Material,*,field_4218_h,leaves,"*"
*,*,*,ChunkCoordIntPair,*,field_152_a,chunkXPos,"*"
*,*,*,MovingObjectPosition,*,field_930_e,sideHit,"Which side was hit. If its -1 then it went the full length of the ray trace."
*,*,*,MovingObjectPosition,*,field_931_d,blockZ,"z coordinate of the block ray traced against"
*,*,*,MovingObjectPosition,*,field_932_c,blockY,"y coordinate of the block ray traced against"
*,*,*,Block,*,field_627_aR,torchRedstoneActive,"*"
*,*,*,Block,*,field_620_aY,reed,"*"
*,*,*,Block,*,field_621_aX,blockClay,"*"
*,*,*,NoiseGeneratorPerlin,*,field_937_c,zCoord,"*"
*,*,*,PlayerManager,*,field_832_d,mcServer,"Reference to the MinecraftServer object."
*,*,*,Block,*,field_628_aQ,torchRedstoneIdle,"*"
*,*,*,Block,*,field_629_aP,oreRedstoneGlowing,"*"
*,*,*,MCHashTable,*,field_837_d,growFactor,"The scale factor used to determine when to grow the table"
*,*,*,MCHashTable,*,field_836_e,versionStamp,"A serial stamp used to mark changes"
*,*,*,GuiLogFormatter,*,field_894_a,outputHandler,"Reference to the GuiLogOutputHandler."
*,*,*,Packet52MultiBlockChange,*,field_49_f,size,"The size of the arrays."
*,*,*,Packet52MultiBlockChange,*,field_48_a,xPosition,"Chunk X position."
*,*,*,Packet52MultiBlockChange,*,field_47_b,zPosition,"Chunk Z position."
*,*,*,Packet59ComplexEntity,*,field_46_c,zPosition,"Entity Z position."
*,*,*,Packet59ComplexEntity,*,field_45_d,entityData,"The entity data. This is a compressed (GZipped) NBT file."
*,*,*,Packet59ComplexEntity,*,field_44_e,entityNBT,"An NBT representation of the entity."
*,*,*,Packet59ComplexEntity,*,field_43_a,xPosition,"Entity X position."
*,*,*,Packet59ComplexEntity,*,field_42_b,yPosition,"Entity Y position."
*,*,*,Packet255KickDisconnect,*,field_41_a,reason,"Displayed to the client when the connection terminates."
*,*,*,Packet,*,field_40_j,isChunkDataPacket,"Only true for Packet51MapChunk, Packet52MultiBlockChange, Packet53BlockChange and Packet59ComplexEntity. Used to separate them into a different send queue."
*,*,*,TileEntityMobSpawner,*,field_493_e,delay,"The stored delay before a new spawn."
*,*,*,ChunkProviderLoadOrGenerate,*,field_719_g,worldObj,"Reference to the World object."
*,*,*,InventoryPlayer,*,field_497_f,player,"The player whose inventory this is."
*,*,*,InventoryPlayer,*,field_496_a,mainInventory,"An array of 37 item stacks (but only filled with 36?) indicating the main player inventory (including the visible bar)."
*,*,*,InventoryPlayer,*,field_495_b,armorInventory,"An array of 4 item stacks containing the currently worn armor pieces."
*,*,*,TileEntityChest,*,field_494_e,chestContents,"*"
*,*,*,MobSpawnerBase,*,field_4286_o,topBlock,"The block expected to be on the top of this biome"
*,*,*,InventoryPlayer,*,field_499_d,currentItem,"The index of the currently held item (0-8)."
*,*,*,InventoryPlayer,*,field_498_e,inventoryChanged,"Set true whenever the inventory changes. Nothing sets it false so you will have to write your own code to check it and reset the value."
*,*,*,MobSpawnerBase,*,field_4283_r,biomeMonsters,"*"
*,*,*,MobSpawnerBase,*,field_4282_s,biomeCreatures,"*"
*,*,*,Block,*,field_639_aF,doorWood,"*"
*,*,*,BlockSand,*,field_650_a,fallInstantly,"Do blocks fall instantly to where they stop or do they fall over time"
*,*,*,BlockRedstoneWire,*,field_652_a,wiresProvidePower,"When false, power transmission methods do not look at other redstone wires. Used internally during updateCurrentStrength."
*,*,*,Entity,*,field_304_B,isDead,"*"
*,*,*,Block,*,field_557_bk,maxZ,"maximum Z for the block bounds (local coordinates)"
*,*,*,Item,*,field_4148_j,arrow,"*"
*,*,*,Item,*,field_4149_i,bow,"*"
*,*,*,Item,*,field_4140_u,shovelStone,"*"
*,*,*,Item,*,field_4141_t,swordStone,"*"
*,*,*,Item,*,field_4142_s,axeWood,"*"
*,*,*,Item,*,field_4143_r,pickaxeWood,"*"
*,*,*,HashEntry,*,field_840_b,valueEntry,"*"
*,*,*,Item,*,field_4145_p,swordWood,"*"
*,*,*,Item,*,field_4146_o,swordSteel,"*"
*,*,*,Item,*,field_4147_n,ingotGold,"*"
*,*,*,PathPoint,*,field_1011_f,totalPathDistance,"The distance along the path to this point"
*,*,*,PathPoint,*,field_1010_g,distanceToNext,"The linear distance to the next point"
*,*,*,Block,*,field_4061_H,oreGold,"*"
*,*,*,Block,*,field_4060_ay,blockDiamond,"*"
*,*,*,PathPoint,*,field_1015_b,yCoord,"The y coordinate of this point"
*,*,*,PathPoint,*,field_1014_c,zCoord,"The z coordinate of this point"
*,*,*,NextTickListEntry,*,field_1017_b,yCoord,"Y position this tick is occuring at"
*,*,*,PathPoint,*,field_1016_a,xCoord,"The x coordinate of this point"
*,*,*,NextTickListEntry,*,field_1019_g,tickEntryID,"The id of the tick entry"
*,*,*,NextTickListEntry,*,field_1018_a,xCoord,"X position this tick is occuring at"
*,*,*,Block,*,field_4069_ah,mushroomRed,"Was mushroomFlyAgaric"
*,*,*,Block,*,field_4068_ai,blockGold,"*"
*,*,*,HashEntry,*,field_841_a,hashEntry,"*"
*,*,*,Packet3Chat,*,field_150_a,message,"The message being sent."
*,*,*,BlockLeavesBase,*,field_6088_a,graphicsLevel,"Used to determine how to display leaves based on the graphics level. May also be used in rendering for transparency, not sure."
*,*,*,EntitySheep,*,field_398_a,sheared,"Set to true if this sheep has been sheared, false otherwise."
*,*,*,EntityCow,*,field_399_a,unusedBoolean,"Currently unused."
*,*,*,EntityPig,*,field_397_a,rideable,"Set to true if this pig has a saddle, false otherwise."
*,*,*,BlockLeaves,*,field_4088_b,baseIndexInPNG,"The base index in terrain.png corresponding to the fancy version of the leaf texture. This is stored so we can switch the displayed version between fancy and fast graphics (fast is this index + 1)."
*,*,*,EntityLiving,*,field_9128_br,isJumping,"*"
*,*,*,Block,*,field_9044_ay,workbench,"*"
*,*,*,Block,*,field_9045_at,stairCompactPlanks,"*"
*,*,*,Block,*,field_9043_L,sponge,"*"
*,*,*,WorldProvider,*,field_4302_a,worldObj,"*"
*,*,*,Block,*,field_6065_bd,lightStone,"*"
*,*,*,EntityLiving,*,field_9124_aB,prevRenderYawOffset,"*"
*,*,*,EntityLiving,*,field_9127_bs,defaultPitch,"*"
*,*,*,NBTTagInt,*,field_742_a,intValue,"The integer value for the tag."
*,*,*,ItemFood,*,field_275_a,healAmount,"The amount this food item heals the player."
*,*,*,TileEntity,*,field_479_a,worldObj,"The reference to the world."
*,*,*,TileEntity,*,field_478_b,xCoord,"The x coordinate of the tile entity."
*,*,*,Block,*,field_573_bc,blockID,"ID of the block."
*,*,*,Block,*,field_575_bb,blockIndexInTexture,"The index of the texture to be displayed for this block. May vary based on graphics settings. Mostly seems to come from terrain.png, and the index is 0-based (grass is 0)."
*,*,*,EntityMinecart,*,field_470_ai,cargoItems,"Array of item stacks stored in minecart (for storage minecarts)."
*,*,*,Item,*,field_216_an,flint,"*"
*,*,*,EntityMinecart,*,field_476_ae,minecartType,"The type of minecart, 2 for powered, 1 for storage."
*,*,*,NetworkWriterThread,*,field_826_a,netManager,"Reference to the NetworkManager object."
*,*,*,NetworkListenThread,*,field_978_e,networkAcceptThread,"*"
*,*,*,NetworkListenThread,*,field_979_d,serverSocket,"*"
*,*,*,NetworkListenThread,*,field_974_a,logger,"Reference to the logger."
*,*,*,AxisAlignedBB,*,field_970_c,minZ,"*"
*,*,*,ThreadLoginVerifier,*,field_972_a,loginPacket,"The login packet to be verified."
*,*,*,NetworkReaderThread,*,field_827_a,netManager,"Reference to the NetworkManager object."
*,*,*,MinecraftServer,*,field_6033_f,configManager,"the server config manager for this server"
*,*,*,Item,*,field_4188_ab,helmetSteel,"*"
*,*,*,Item,*,field_199_ax,minecartEmpty,"*"
*,*,*,Entity,*,field_9079_ae,isImmuneToFire,"*"
*,*,*,MinecartTrackLogic,*,field_887_b,worldObj,"Reference to the World object."
*,*,*,WorldGenLiquids,*,field_4249_a,liquidBlockId,"The ID of the liquid block used in this liquid generator."
*,*,*,Block,*,field_9023_j,soundGlassFootstep,"*"
*,*,*,MinecraftServer,*,field_6038_a,logger,"The logging system."
*,*,*,WorldGenBigTree,*,field_758_c,worldObj,"Reference to the World object."
*,*,*,Block,*,field_542_n,blocksList,"List of ly/ff (BlockType) containing the already registered blocks."
*,*,*,PathPoint,*,field_1012_e,index,"The index of this point in its assigned path"
*,*,*,ServerConfigurationManager,*,field_919_g,bannedIPs,"A set containing the banned IPs."
*,*,*,Item,*,field_4184_af,helmetDiamond,"*"
*,*,*,Item,*,field_4185_ae,bootsSteel,"*"
*,*,*,Block,*,field_4067_aj,blockSteel,"*"
*,*,*,Item,*,field_4180_aj,helmetGold,"*"
*,*,*,Item,*,field_4181_ai,bootsDiamond,"*"
*,*,*,Item,*,field_4182_ah,legsDiamond,"*"
*,*,*,Item,*,field_4183_ag,plateDiamond,"*"
*,*,*,Packet1Login,*,field_4027_c,password,"Used to login to password-protected servers."
*,*,*,Vec3D,*,field_1054_b,yCoord,"Y coordinate of Vec3D"
*,*,*,Vec3D,*,field_1057_d,vectorList,"ArrayList of all created vectors"
*,*,*,Packet1Login,*,field_4024_a,protocolVersion,"The protocol version in use. Current version is 2."
*,*,*,NetworkManager,*,field_1051_c,numWriteThreads,"The number of write threads spawned. Not really used on client side."
*,*,*,NetworkManager,*,field_1050_d,sendQueueLock,"The object used for synchronization on the send queue."
*,*,*,NetworkManager,*,field_1053_a,threadSyncObject,"Synchronization object used for read and write threads."
*,*,*,NetworkManager,*,field_1052_b,numReadThreads,"The number of read threads spawned. Not really used on client side."
*,*,*,Entity,*,field_9088_y,prevRotationPitch,"*"
*,*,*,Block,*,field_625_aT,snow,"*"
*,*,*,Block,*,field_607_al,stairSingle,"*"
*,*,*,Packet,*,field_38_b,packetClassToIdMap,"Maps packet class to packet id"
*,*,*,Packet,*,field_39_a,packetIdToClassMap,"Maps packet id to packet class"
*,*,*,ChunkProviderLoadOrGenerate,*,field_720_f,chunks,"An array of 1024 chunks."
*,*,*,Block,*,field_571_bd,blockHardness,"Indicates how many hits it takes to break a block."
*,*,*,ServerConfigurationManager,*,field_917_i,bannedPlayersFile,"The file that contains the banned players."
*,*,*,Chunk,*,field_687_h,heightMap,"Byte array containing height map for the chunk."
*,*,*,Chunk,*,field_684_k,zPosition,"The z coordinate of the chunk."
*,*,*,Chunk,*,field_685_j,xPosition,"The x coordinate of the chunk."
*,*,*,Chunk,*,field_682_m,entities,"List of lists of the entities in the chunk. It is 8 lists partitioned along the Y axis."
*,*,*,Chunk,*,field_683_l,chunkTileEntityMap,"*"
*,*,*,Chunk,*,field_680_o,isModified,"Set to true if the chunk has been modified and needs to be updated internally."
*,*,*,Chunk,*,field_681_n,isTerrainPopulated,"Boolean value indicating if the terrain is populated."
*,*,*,Item,*,field_4189_aa,bootsChain,"*"
*,*,*,EntityLiving,*,field_9119_aG,skinPath,"the path for the skin of this entityLiving"
*,*,*,Chunk,*,field_688_g,blocklightMap,"Light map for blocks. See class le (client) or eo (server)."
*,*,*,Chunk,*,field_689_f,skylightMap,"Light map for sky. See class le (client) or eo (server)."
*,*,*,MinecraftServer,*,field_6023_p,commands,"A list containing all the commands entered."
*,*,*,Item,*,field_242_aK,slimeBall,"*"
*,*,*,Block,*,field_4052_bb,pumpkin,"A pumpkin"
*,*,*,Block,*,field_4050_bc,bloodStone,"*"
*,*,*,Block,*,field_4056_N,glass,"*"
*,*,*,ConsoleLogManager,*,field_933_a,logger,"Reference to the logger."
*,*,*,PlayerNBTManager,*,field_1002_b,worldFile,"The world folder where all the world data is stored."
*,*,*,Block,*,field_538_r,lightOpacity,"How much light is subtracted for going through this block"
*,*,*,Block,*,field_539_q,isBlockContainer,"Can this block be type casted to a BlockContainer (list indexed on blockIDs)"
*,*,*,PlayerNBTManager,*,field_1003_a,logger,"Reference to the logger."
*,*,*,Block,*,field_534_v,grass,"*"
*,*,*,Block,*,field_535_u,stone,"*"
*,*,*,Block,*,field_536_t,lightValue,"Amount of light emitted"
*,*,*,Block,*,field_537_s,unusedBooleanArray,"*"
*,*,*,Block,*,field_531_y,planks,"*"
*,*,*,Block,*,field_532_x,cobblestone,"*"
*,*,*,Block,*,field_533_w,dirt,"*"
*,*,*,Packet21PickupSpawn,*,field_127_c,yPosition,"The item Y position."
*,*,*,Packet21PickupSpawn,*,field_126_d,zPosition,"The item Z position."
*,*,*,Packet21PickupSpawn,*,field_125_e,rotation,"The item rotation."
*,*,*,Packet21PickupSpawn,*,field_124_f,pitch,"The item pitch."
*,*,*,Packet21PickupSpawn,*,field_123_g,roll,"The item roll."
*,*,*,EntityItem,*,field_430_ag,health,"The health of this EntityItem. (For example, damage for tools)"
*,*,*,Packet21PickupSpawn,*,field_121_i,count,"The number of items."
*,*,*,Packet18ArmAnimation,*,field_120_a,entityId,"The entity ID, in this case it's the player ID."
*,*,*,PathEntity,*,field_1006_c,pathIndex,"The index of the current point in the path"
*,*,*,Material,*,field_521_f,water,"*"
*,*,*,NoiseGeneratorPerlin,*,field_934_b,yCoord,"*"
*,*,*,Packet21PickupSpawn,*,field_128_b,xPosition,"The item X position."
*,*,*,Packet7,*,field_9018_b,prevHealth,"*"
*,*,*,PathEntity,*,field_1004_b,points,"The actual points in the path"
*,*,*,GuiStatsListener,*,field_527_a,statsComponent,"*"
*,*,*,Item,*,field_6153_aZ,iconIndex,"Icon index in the icons table."
*,*,*,MinecraftServer,*,field_9014_h,deathTime,"*"
*,*,*,PathEntity,*,field_1005_a,pathLength,"The total length of the path"
*,*,*,NoiseGeneratorPerlin,*,field_935_a,xCoord,"*"
*,*,*,PathPoint,*,field_1008_i,previous,"The point preceding this in its assigned path"
*,*,*,AxisAlignedBB,*,field_964_a,minX,"*"
*,*,*,PathPoint,*,field_1009_h,distanceToTarget,"The distance to the target"
*,*,*,MCHashTable,*,field_838_c,threshold,"The grow threshold"
*,*,*,Block,*,field_4070_ag,mushroomBrown,"Was mushroomKingBolete"
*,*,*,Item,*,field_4178_al,legsGold,"*"
*,*,*,Entity,*,field_9081_ad,air,"*"
*,*,*,Entity,*,field_9086_A,onGround,"*"
*,*,*,Entity,*,field_9087_aa,maxAir,"*"
*,*,*,Entity,*,field_9084_B,isTryingToMoveUp,"*"
*,*,*,Block,*,field_541_o,tickOnLoad,"List of whether this blockType will run its tick on loading or not"
*,*,*,Block,*,field_540_p,opaqueCubeLookup,"*"
*,*,*,NoiseGeneratorPerlin,*,field_936_d,permutations,"*"
*,*,*,Entity,*,field_9089_x,prevRotationYaw,"*"
*,*,*,Packet5PlayerInventory,*,field_117_b,stacks,"Array of item stacks."
*,*,*,ItemAxe,*,field_4207_bb,blocksGoodAgainst,"an array of the blocks this axe is good against"
*,*,*,ItemSpade,*,field_4206_bb,blocksGoodAgainst,"the blocks this spade is good against"
*,*,*,Item,*,field_4205_aC,boat,"*"
*,*,*,Item,*,field_4204_aE,bucketMilk,"*"
*,*,*,Item,*,field_4203_aF,brick,"*"
*,*,*,Item,*,field_4202_aH,reed,"*"
*,*,*,Item,*,field_4201_aI,paper,"*"
*,*,*,Item,*,field_4200_aJ,book,"*"
*,*,*,Vec3D,*,field_1058_c,zCoord,"Z coordinate of Vec3D"
*,*,*,TileEntityFurnace,*,field_488_f,furnaceBurnTime,"The number of ticks that the furnace will keep burning"
*,*,*,ItemPickaxe,*,field_4209_bb,goodAgainst,"an array of blocks this pickaxe is good for"
*,*,*,NetLoginHandler,*,field_6_d,rand,"The Random object used to generate serverId hex strings."
*,*,*,Pathfinder,*,field_941_a,worldMap,"Used to find obstacles"
*,*,*,Pathfinder,*,field_940_b,path,"The path being generated"
*,*,*,Pathfinder,*,field_943_c,pointMap,"The points in the path"
*,*,*,NetLoginHandler,*,field_7_c,finishedProcessing,"Returns if the login handler is finished and can be removed. It is set to true on either error or successful login."
*,*,*,ChunkCache,*,field_824_d,worldObj,"Reference to the World object."
*,*,*,NetLoginHandler,*,field_5_e,mcServer,"Reference to the MinecraftServer object."
*,*,*,EntityTracker,*,field_913_c,mcServer,"Reference to the MinecraftServer object."
*,*,*,World,*,field_783_G,chunkProvider,"Handles chunk operations and caching"
*,*,*,Item,*,field_4144_q,shovelWood,"*"
*,*,*,TileEntityMobSpawner,*,field_492_f,entityID,"The string ID of the mobs being spawned from this spawner. Defaults to pig, apparently."
*,*,*,Block,*,field_588_ax,oreDiamond,"*"
*,*,*,Packet10Flying,*,field_72_b,yPosition,"The player's Y position."
*,*,*,Packet10Flying,*,field_73_a,xPosition,"The player's X position."
*,*,*,Packet10Flying,*,field_70_d,stance,"The player's stance."
*,*,*,Packet51MapChunk,*,field_106_a,xPosition,"Block X position."
*,*,*,Packet4UpdateTime,*,field_76_a,time,"The world time in minutes."
*,*,*,Packet15Place,*,field_77_b,xPosition,"Block X position."
*,*,*,Packet16BlockItemSwitch,*,field_74_b,id,"The block/item id to be equipped."
*,*,*,Packet16BlockItemSwitch,*,field_75_a,unused,"Unused when sent from a client, can be any random value."
*,*,*,Packet15Place,*,field_78_a,id,"The block or item to be placed."
*,*,*,Packet15Place,*,field_79_e,direction,"The offset to use for block/item placement."
*,*,*,TileEntitySign,*,field_484_f,lineBeingEdited,"The index of the line currently being edited. Only used on client side, but defined on both. Note this is only really used when the > < are going to be visible."
*,*,*,TileEntitySign,*,field_485_e,signText,"An array of four strings storing the lines of text on the sign."
*,*,*,TileEntityFurnace,*,field_486_h,furnaceCookTime,"The number of ticks that the current item has been cooking for"
*,*,*,TileEntity,*,field_481_e,nameToClassMap,"A HashMap storing string names of classes mapping to the actual java.lang.Class type."
*,*,*,World,*,field_4274_o,spawnZ,"Spawn point Z coordinate"
*,*,*,TileEntity,*,field_483_c,yCoord,"The y coordinate of the tile entity."
*,*,*,WorldGenFlowers,*,field_765_a,plantBlockId,"The ID of the plant block used in this plant generator."
*,*,*,WorldGenClay,*,field_764_a,clayBlockId,"The block ID for clay."
*,*,*,Packet20NamedEntitySpawn,*,field_142_b,name,"The player's name."
*,*,*,WorldGenMinable,*,field_761_b,numberOfBlocks,"The number of blocks to generate."
*,*,*,WorldGenClay,*,field_763_b,numberOfBlocks,"The number of blocks to generate."
*,*,*,WorldGenMinable,*,field_762_a,minableBlockId,"The block ID of the ore to be placed using this generator."
*,*,*,Block,*,field_642_aC,stoneOvenIdle,"*"
*,*,*,Packet51MapChunk,*,field_109_f,zSize,"The Z size of the chunk."
*,*,*,Entity,*,field_316_r,rotationYaw,"Entity rotation Yaw"
*,*,*,Block,*,field_641_aD,stoneOvenActive,"*"
*,*,*,BlockFire,*,field_646_a,chanceToEncourageFire,"The chance this block will encourage nearby blocks to catch on fire"
*,*,*,NBTTagList,*,field_737_a,tagList,"The array list containing the tags encapsulated in this list."
*,*,*,Entity,*,field_312_v,boundingBox,"Axis aligned bounding box."
*,*,*,BlockFire,*,field_645_b,abilityToCatchFire,"This is an array indexed by block ID the larger the number in the array the more likely a block type will catch fires"
*,*,*,BlockRedstoneTorch,*,field_648_b,torchUpdates,"An array of when redstone torches became active.  Used for redstone torches to burn out."
*,*,*,BlockRedstoneTorch,*,field_649_a,torchActive,"Whether the redstone torch is currently active or not."
